coverage	CpG_count
596	3
597	4
598	3
599	3
600	2
601	2
604	5
605	3
606	3
607	3
608	4
609	2
610	1
611	4
612	3
613	2
614	3
615	1
616	3
618	2
619	2
620	3
621	3
622	2
623	3
624	2
625	2
626	2
627	2
628	4
629	3
630	4
631	1
632	3
633	2
634	4
635	6
636	2
637	4
638	6
639	3
640	2
641	1
642	2
644	1
645	2
647	4
648	4
649	1
650	1
652	1
653	6
654	3
655	1
656	2
658	3
659	3
660	1
661	1
662	4
663	3
664	4
665	4
666	2
668	3
669	1
670	3
671	6
672	2
673	4
674	2
675	3
676	3
677	2
678	2
679	1
680	1
681	2
682	1
683	1
684	3
685	4
687	3
689	2
690	3
691	1
692	1
694	2
695	3
696	2
697	1
698	3
699	3
701	1
702	4
703	2
704	3
705	4
706	5
710	1
712	1
713	2
714	2
715	2
716	2
717	2
718	1
720	3
721	4
722	1
723	2
725	2
726	3
727	1
728	2
729	1
730	2
731	3
732	3
733	1
736	2
737	3
738	2
739	1
740	3
741	1
742	2
743	1
744	3
745	2
746	2
747	2
748	3
749	3
750	2
751	3
752	2
753	1
754	2
755	4
756	1
757	1
758	3
759	4
762	1
763	3
764	1
767	4
768	2
770	2
772	3
773	1
774	1
775	3
776	1
777	4
778	3
779	3
780	2
781	4
782	4
783	1
784	1
785	2
786	2
787	2
788	4
789	1
790	2
791	2
792	5
793	2
794	2
795	1
796	2
797	2
798	2
799	4
801	3
802	2
803	1
805	1
806	4
809	1
810	1
811	2
812	2
814	3
815	4
816	1
817	1
819	4
820	3
821	2
823	1
824	2
825	1
826	3
827	4
829	2
831	1
832	1
833	2
834	2
835	4
836	2
840	2
842	1
843	2
845	1
846	3
847	3
848	1
850	1
851	3
852	2
854	1
855	1
857	1
859	1
860	3
861	2
862	4
864	1
865	4
866	3
867	3
868	1
870	3
871	1
872	1
873	1
874	1
875	2
876	2
877	1
878	1
879	2
880	3
881	1
882	3
883	1
884	3
885	4
886	1
887	1
888	2
889	3
891	2
892	2
893	3
894	1
895	2
896	2
897	3
898	3
899	1
900	2
901	2
902	1
904	1
905	1
906	1
907	1
909	1
910	1
911	2
912	1
913	1
914	1
915	2
916	2
917	1
918	2
919	3
920	1
921	1
922	6
923	3
924	1
925	2
926	1
927	1
929	3
930	2
931	2
932	7
933	4
934	2
935	1
936	3
937	3
938	1
939	1
940	1
941	3
942	2
944	2
945	3
946	1
947	1
948	2
949	2
951	2
953	3
955	3
958	1
959	1
960	3
962	2
963	2
967	1
969	1
972	2
973	1
977	1
978	2
980	1
981	1
983	1
984	1
985	2
986	1
987	2
988	1
989	2
990	1
991	1
993	4
995	1
996	1
997	2
999	1
1000	1
1002	2
1003	1
1005	3
1006	1
1008	3
1009	1
1010	1
1011	1
1015	2
1018	3
1020	1
1021	1
1023	1
1025	1
1026	3
1030	2
1031	1
1032	1
1038	1
1039	1
1041	1
1043	2
1044	3
1046	1
1047	3
1048	1
1049	3
1052	2
1053	2
1054	1
1056	1
1059	2
1062	1
1064	2
1065	1
1067	1
1069	1
1070	1
1071	1
1072	1
1073	1
1074	3
1076	1
1079	1
1081	1
1082	2
1083	1
1084	2
1085	1
1087	1
1089	1
1090	1
1091	2
1093	1
1095	2
1096	2
1098	2
1100	2
1101	1
1102	1
1104	2
1105	2
1107	1
1108	1
1109	2
1112	2
1114	1
1116	1
1117	1
1118	1
1119	2
1122	1
1124	2
1125	3
1126	2
1128	2
1129	1
1130	1
1131	3
1132	1
1135	1
1136	1
1142	3
1144	1
1150	1
1153	1
1155	3
1158	2
1159	4
1161	2
1162	2
1165	1
1166	1
1167	1
1168	2
1170	2
1174	1
1175	1
1176	1
1179	1
1183	1
1184	2
1185	1
1187	2
1188	1
1189	3
1190	1
1193	2
1197	1
1198	2
1199	2
1201	1
1202	2
1203	1
1207	1
1208	1
1209	3
1211	1
1213	1
1218	2
1219	2
1220	1
1221	2
1222	1
1223	1
1224	1
1225	2
1226	1
1227	1
1231	2
1234	1
1235	1
1236	2
1237	2
1238	1
1239	2
1240	1
1241	1
1242	1
1243	1
1245	1
1247	2
1248	1
1249	2
1251	1
1252	1
1254	1
1255	1
1257	1
1258	2
1259	2
1260	2
1262	2
1263	1
1264	2
1267	1
1268	1
1269	2
1271	2
1274	1
1277	1
1279	1
1282	1
1283	1
1286	2
1291	2
1293	1
1294	1
1296	1
1297	2
1300	1
1303	1
1304	2
1306	2
1307	2
1308	1
1309	3
1310	2
1311	1
1313	1
1314	1
1315	1
1316	1
1317	1
1319	2
1320	2
1321	2
1323	2
1327	1
1329	1
1330	1
1331	1
1333	1
1334	3
1335	1
1338	2
1339	1
1340	3
1341	3
1342	2
1345	1
1346	2
1347	1
1348	1
1352	1
1355	1
1356	1
1360	1
1361	1
1365	1
1366	1
1367	1
1368	1
1369	1
1371	1
1373	1
1374	1
1379	2
1381	2
1384	2
1385	2
1386	2
1387	1
1389	1
1391	1
1392	1
1394	1
1397	2
1398	4
1401	1
1402	1
1403	1
1406	1
1407	1
1408	1
1409	2
1410	4
1412	1
1413	1
1416	2
1418	1
1419	2
1420	2
1422	2
1424	1
1430	1
1433	2
1434	1
1435	1
1436	2
1437	1
1439	3
1442	1
1443	2
1444	3
1445	2
1446	1
1447	2
1448	1
1451	1
1452	1
1453	1
1454	1
1455	2
1456	2
1457	1
1458	1
1459	1
1460	1
1461	1
1462	2
1463	1
1464	1
1466	2
1467	2
1469	1
1470	2
1471	2
1472	2
1475	1
1476	1
1478	1
1481	1
1482	1
1483	2
1484	1
1486	1
1487	1
1489	1
1492	3
1493	4
1494	1
1495	4
1496	3
1499	3
1503	2
1505	1
1506	1
1507	4
1508	1
1511	1
1513	3
1514	1
1518	2
1523	1
1524	3
1525	1
1527	1
1528	1
1529	2
1530	2
1531	2
1533	1
1534	1
1535	1
1537	2
1539	1
1541	2
1545	2
1547	1
1548	2
1550	1
1553	2
1555	1
1556	1
1559	3
1561	1
1562	2
1563	3
1564	1
1565	2
1566	1
1567	1
1570	1
1571	1
1572	2
1573	2
1574	1
1575	3
1578	1
1580	2
1581	1
1582	1
1583	1
1584	1
1585	1
1586	1
1588	1
1589	1
1591	1
1592	4
1593	2
1594	1
1595	1
1597	2
1599	2
1600	1
1603	2
1605	3
1607	1
1608	1
1610	1
1611	1
1612	1
1614	3
1617	1
1619	2
1620	1
1621	2
1623	2
1624	3
1625	2
1628	1
1629	1
1630	1
1633	1
1635	2
1637	1
1641	1
1643	2
1644	1
1646	2
1647	1
1648	2
1649	1
1650	1
1651	2
1653	1
1654	2
1655	2
1656	1
1657	1
1658	3
1660	1
1663	1
1665	1
1667	1
1669	2
1670	1
1671	1
1673	1
1675	3
1676	2
1678	2
1680	1
1681	2
1683	2
1685	1
1687	2
1688	1
1689	1
1693	1
1694	1
1695	1
1696	1
1698	1
1699	1
1700	1
1701	2
1702	1
1704	1
1706	1
1709	1
1710	1
1711	1
1712	1
1713	1
1714	1
1715	1
1716	2
1718	1
1720	2
1724	1
1725	1
1726	3
1727	1
1728	1
1731	1
1733	1
1738	1
1741	1
1742	2
1743	1
1744	1
1745	4
1747	1
1748	1
1749	1
1750	2
1753	1
1754	2
1756	1
1757	1
1759	2
1761	2
1763	1
1764	1
1765	1
1766	1
1767	1
1768	1
1769	2
1770	1
1771	1
1772	2
1773	1
1775	2
1777	2
1778	1
1782	1
1785	1
1786	1
1788	1
1789	2
1790	1
1791	2
1792	2
1795	2
1797	1
1800	1
1801	1
1802	1
1803	3
1805	1
1807	1
1809	5
1810	1
1811	1
1812	1
1814	1
1816	1
1817	3
1821	1
1822	3
1823	1
1825	3
1827	1
1829	1
1830	1
1832	1
1834	2
1836	2
1837	4
1839	1
1840	1
1841	1
1842	2
1843	1
1845	2
1847	2
1848	3
1849	3
1850	2
1851	4
1853	3
1859	2
1860	3
1862	2
1863	1
1864	1
1867	1
1868	2
1870	2
1871	2
1872	1
1873	1
1874	3
1875	2
1876	1
1877	1
1879	3
1880	1
1882	1
1883	2
1884	3
1886	3
1891	2
1892	1
1893	1
1894	1
1895	1
1896	3
1897	2
1899	1
1900	1
1904	1
1906	1
1909	1
1914	1
1916	1
1917	1
1918	1
1919	1
1920	1
1923	2
1924	2
1926	2
1927	1
1931	1
1932	3
1934	1
1935	2
1936	1
1938	2
1939	1
1942	1
1944	2
1945	1
1946	2
1949	4
1950	3
1951	3
1952	2
1953	2
1955	4
1956	2
1958	1
1959	1
1960	1
1963	1
1967	1
1968	2
1970	1
1974	3
1975	1
1977	1
1984	1
1985	2
1989	1
1994	2
1995	2
1998	1
2000	1
2002	1
2003	2
2004	1
2005	1
2008	1
2010	1
2011	2
2012	3
2013	1
2015	2
2016	2
2017	1
2018	2
2020	1
2022	2
2023	1
2025	1
2026	1
2027	1
2028	1
2029	1
2032	3
2033	2
2034	1
2035	3
2036	3
2037	1
2040	2
2041	1
2043	1
2045	1
2046	3
2047	3
2049	1
2050	1
2051	1
2053	2
2054	2
2058	1
2060	2
2061	1
2063	1
2066	1
2067	2
2068	2
2070	2
2071	1
2072	1
2075	1
2077	2
2079	1
2080	1
2083	1
2086	1
2087	1
2090	1
2091	1
2092	1
2093	2
2094	1
2097	3
2103	2
2105	1
2107	1
2111	1
2112	1
2115	1
2117	2
2118	1
2120	1
2122	1
2123	1
2124	1
2126	1
2129	1
2130	3
2132	1
2133	1
2134	1
2135	1
2136	1
2138	1
2139	2
2141	1
2142	1
2145	2
2146	1
2151	1
2155	2
2158	1
2160	1
2161	1
2162	1
2164	1
2165	1
2168	2
2171	1
2172	1
2177	2
2178	1
2180	1
2183	2
2188	2
2191	1
2193	1
2194	2
2197	1
2201	1
2202	1
2210	1
2211	1
2214	1
2215	3
2217	2
2219	1
2222	1
2224	2
2225	1
2227	2
2228	1
2229	1
2230	1
2232	1
2236	2
2240	1
2242	1
2255	2
2257	2
2258	1
2261	2
2263	1
2266	1
2268	1
2269	1
2273	1
2274	1
2280	3
2281	1
2282	2
2283	2
2285	1
2286	1
2289	1
2290	1
2293	1
2294	1
2298	2
2299	3
2300	2
2301	1
2302	1
2304	1
2307	1
2310	1
2312	1
2315	1
2316	1
2323	1
2326	1
2328	1
2334	1
2339	1
2340	1
2342	1
2345	1
2347	1
2348	1
2358	1
2359	1
2362	2
2364	1
2367	1
2373	1
2374	1
2376	1
2377	1
2379	2
2380	1
2381	1
2382	1
2385	1
2388	1
2389	1
2390	1
2391	1
2394	1
2396	1
2397	1
2400	1
2404	1
2405	1
2406	2
2407	1
2408	2
2414	1
2418	1
2419	2
2421	1
2422	1
2425	2
2426	1
2431	2
2433	1
2434	1
2436	1
2439	1
2447	1
2449	3
2461	1
2468	1
2473	2
2478	2
2481	1
2482	1
2486	1
2488	1
2489	1
2490	2
2491	1
2493	1
2495	1
2503	1
2504	1
2505	1
2506	1
2510	1
2511	1
2514	1
2515	1
2516	1
2517	2
2525	1
2526	1
2528	2
2532	1
2533	1
2537	1
2538	1
2544	1
2547	1
2550	1
2553	1
2554	1
2558	1
2560	1
2562	1
2565	1
2566	1
2569	1
2570	1
2571	1
2573	4
2575	1
2576	1
2577	1
2580	2
2586	1
2588	1
2595	1
2597	1
2609	1
2614	1
2618	1
2619	1
2621	1
2622	1
2623	1
2627	1
2629	2
2635	1
2636	2
2640	1
2642	1
2644	1
2650	1
2655	1
2662	1
2668	1
2669	1
2670	1
2672	1
2677	1
2679	2
2680	1
2682	1
2690	1
2691	1
2692	1
2695	1
2696	1
2708	2
2711	1
2712	2
2715	1
2719	1
2722	2
2729	1
2731	1
2732	1
2734	1
2738	2
2739	1
2743	1
2750	2
2752	1
2761	1
2763	1
2768	1
2772	1
2777	1
2778	1
2779	1
2780	1
2781	2
2782	1
2784	1
2786	1
2788	3
2789	1
2791	1
2797	2
2802	1
2804	1
2805	1
2808	1
2809	1
2813	1
2817	1
2819	1
2830	1
2833	1
2836	1
2838	3
2841	1
2848	1
2852	1
2855	1
2859	1
2860	1
2862	1
2870	1
2871	2
2873	1
2874	1
2877	1
2880	1
2882	1
2884	1
2886	1
2889	1
2890	2
2892	1
2893	1
2896	1
2897	1
2898	1
2900	1
2901	1
2903	2
2906	1
2907	1
2909	1
2920	1
2924	1
2930	1
2931	1
2937	1
2938	1
2942	2
2945	1
2949	2
2950	1
2953	1
2955	1
2956	1
2957	1
2962	1
2965	1
2968	1
2969	1
2973	2
2975	1
2976	1
2981	1
2982	1
2986	1
2990	1
2992	1
2995	1
3007	1
3008	1
3014	1
3015	1
3020	1
3022	1
3023	1
3029	1
3031	1
3042	1
3044	1
3046	1
3048	1
3050	1
3052	1
3054	1
3057	1
3059	1
3061	1
3064	2
3065	1
3066	1
3067	1
3069	2
3070	3
3074	1
3078	2
3079	1
3081	1
3082	1
3083	1
3087	2
3088	1
3089	1
3090	3
3092	1
3093	1
3094	1
3096	2
3100	1
3105	1
3109	1
3110	2
3111	1
3113	1
3114	1
3119	1
3129	1
3132	1
3136	1
3137	1
3138	1
3146	1
3148	1
3149	1
3154	1
3157	2
3158	1
3160	1
3161	1
3164	1
3167	1
3169	1
3174	1
3177	1
3181	2
3184	1
3185	1
3186	1
3188	1
3189	1
3190	1
3191	1
3192	1
3193	1
3194	1
3196	1
3197	1
3198	1
3199	2
3201	1
3203	1
3204	1
3212	1
3215	1
3218	1
3219	1
3220	2
3223	1
3226	2
3229	1
3233	1
3243	1
3244	1
3246	1
3247	2
3250	1
3252	1
3253	2
3254	1
3255	2
3257	1
3260	1
3262	1
3265	1
3268	1
3272	1
3275	1
3281	1
3285	1
3287	1
3305	1
3309	1
3321	2
3322	1
3326	1
3328	1
3333	1
3340	1
3345	2
3347	1
3349	2
3352	3
3354	1
3356	1
3357	1
3358	1
3361	1
3364	1
3366	1
3367	1
3368	1
3370	1
3372	2
3379	1
3382	1
3383	1
3384	2
3392	1
3403	1
3404	2
3406	1
3410	1
3412	1
3413	2
3418	1
3419	1
3420	1
3422	1
3424	2
3427	1
3431	1
3432	1
3434	1
3437	1
3438	2
3441	1
3444	1
3455	1
3458	1
3459	2
3461	1
3462	1
3465	1
3468	1
3470	1
3471	1
3473	1
3476	1
3477	1
3478	1
3480	1
3481	1
3482	1
3483	1
3484	1
3486	1
3494	1
3497	1
3501	1
3502	2
3503	1
3505	1
3509	1
3511	1
3515	1
3516	1
3520	1
3524	1
3525	1
3526	1
3532	1
3538	1
3551	1
3553	1
3554	1
3557	1
3558	1
3576	1
3577	1
3581	1
3583	1
3596	1
3597	2
3599	1
3600	1
3604	1
3606	2
3609	1
3610	1
3612	1
3615	1
3617	1
3624	1
3625	1
3627	1
3637	1
3642	1
3644	1
3645	1
3649	1
3650	1
3651	2
3655	1
3659	1
3660	1
3679	1
3690	1
3700	1
3716	1
3719	1
3722	1
3724	1
3728	1
3729	1
3731	1
3737	1
3738	1
3741	2
3745	1
3747	1
3751	1
3765	1
3766	2
3767	1
3768	1
3769	1
3777	1
3784	1
3788	1
3789	1
3793	1
3798	1
3799	1
3800	1
3803	1
3808	1
3809	1
3813	1
3816	1
3820	1
3826	1
3829	1
3832	1
3834	1
3835	1
3837	2
3840	1
3861	1
3866	1
3870	1
3873	1
3889	1
3890	1
3891	2
3893	2
3901	1
3903	1
3906	1
3910	1
3917	1
3930	1
3938	1
3939	3
3940	1
3941	1
3948	1
3950	1
3953	1
3955	1
3958	1
3965	1
3967	1
3970	1
3982	1
4015	1
4027	1
4056	1
4064	1
4072	1
4081	2
4086	1
4105	1
4107	1
4126	1
4133	1
4142	1
4144	1
4161	1
4176	1
4195	1
4207	2
4211	1
4215	1
4223	1
4227	1
4232	1
4237	1
4248	1
4251	1
4261	1
4281	1
4289	1
4297	1
4301	1
4305	1
4308	1
4321	1
4323	1
4338	1
4348	1
4353	1
4359	1
4372	1
4374	1
4375	1
4381	1
4383	1
4396	1
4403	1
4404	1
4413	1
4428	1
4433	1
4444	1
4448	1
4449	1
4454	1
4474	1
4493	1
4494	1
4498	1
4517	1
4522	1
4535	1
4539	1
4557	1
4568	1
4575	2
4588	1
4598	1
4637	1
4668	1
4680	1
4713	1
4716	1
4741	1
4750	1
4824	1
4826	1
4836	1
4838	1
4841	1
4849	1
4857	1
4886	1
4903	1
4907	1
4921	1
4935	1
4952	1
4956	1
4980	1
5000	1
5009	1
5016	2
5022	1
5062	1
5063	1
5064	1
5082	1
5105	1
5111	1
5130	1
5131	1
5138	1
5143	1
5146	1
5164	1
5171	1
5234	1
5271	1
5281	1
5330	1
5348	1
5375	1
5388	1
5399	1
5403	1
5440	1
5448	1
5456	1
5472	1
5487	1
5495	2
5499	1
5513	1
5524	1
5548	1
5549	1
5560	1
5566	1
5585	1
5628	2
5633	1
5677	1
5682	1
5686	1
5725	1
5739	1
5747	1
5774	1
5775	1
5823	1
5832	1
5859	1
5878	1
5887	1
5889	1
5974	1
5989	1
5990	1
5995	1
6045	1
6086	1
6144	1
6149	1
6160	1
6163	1
6204	1
6240	1
6243	1
6291	1
6311	1
6318	1
6334	1
6336	1
6364	1
6371	1
6377	1
6391	1
6415	1
6423	1
6448	1
6449	1
6454	1
6546	1
6600	1
6727	1
6754	1
6766	1
6770	1
6784	1
6797	1
6807	1
6853	1
6926	2
6959	1
7003	1
7026	1
7169	1
7170	1
7193	1
7207	1
7212	1
7215	1
7242	1
7254	1
7256	1
7306	1
7496	1
7532	1
7640	1
7744	1
7750	1
7766	1
8040	1
8062	1
8164	1
8345	1
8470	1
8730	1
8800	1
8912	1
9116	1
9218	1
9237	1
11825	1
